college_name,college_code,college_division_name,college_division_code,department_name,department_code,major_name,major_code,program_name,program_code,cip_code,academic_period
College of Engineering,ENGR,,,Civil Arch Engr and Mechanics,,Architectural Engineering,ARE,Architectural Engineering - BS in Architectural Engineering,ARE,14.0401,Fall 2020
College of Engineering,ENGR,,,Civil Arch Engr and Mechanics,,Architectural Engineering,ARE,Architectural Engineering - BS in Architectural Engineering,ARE,14.0401,Spring 2021
College of Engineering,ENGR,,,Biomedical Engineering,,Biomedical Engineering,BME,Biomedical Engineering - BS in Biomedical Engineering,BME,14.0501,Fall 2020
College of Engineering,ENGR,,,Biomedical Engineering,,Biomedical Engineering,BME,Biomedical Engineering - BS in Biomedical Engineering,BME,14.0501,Spring 2021
College of Engineering,ENGR,,,Engineering Administration,,Biosystems Engineering,BE,Biosystems Engineering - BS in Biosystems Engineering,BE,14.4501,Fall 2020
College of Engineering,ENGR,,,Engineering Administration,,Biosystems Engineering,BE,Biosystems Engineering - BS in Biosystems Engineering,BE,14.4501,Spring 2021
College of Engineering,ENGR,,,Chemical & Environmental Engr,,Chemical Engineering,CHE,Chemical Engineering - BS in Chemical Engineering,CHE,14.0701,Fall 2020
College of Engineering,ENGR,,,Chemical & Environmental Engr,,Chemical Engineering,CHE,Chemical Engineering - BS in Chemical Engineering,CHE,14.0701,Spring 2021
College of Engineering,ENGR,,,Civil Arch Engr and Mechanics,,Civil Engineering,CVE,Civil Engineering - BS in Civil Engineering,CVE,14.0801,Fall 2020
College of Engineering,ENGR,,,Civil Arch Engr and Mechanics,,Civil Engineering,CVE,Civil Engineering - BS in Civil Engineering,CVE,14.0801,Spring 2021
College of Engineering,ENGR,,,Electrical and Computer Engr,,Electrical & Computer Engineering,ECE,Electrical & Computer Engineering - BS in Electrical & Computer Engineering: Computer Engineering Track,,14.1099,Fall 2020
College of Engineering,ENGR,,,Electrical and Computer Engr,,Electrical & Computer Engineering,ECE,Electrical & Computer Engineering - BS in Electrical & Computer Engineering: Computer Engineering Track,,14.1099,Spring 2021
College of Engineering,ENGR,,,Electrical and Computer Engr,,Electrical & Computer Engineering,ECE,Electrical & Computer Engineering - BS in Electrical & Computer Engineering: Electrical Engineering Track,,14.1099,Fall 2020
College of Engineering,ENGR,,,Electrical and Computer Engr,,Electrical & Computer Engineering,ECE,Electrical & Computer Engineering - BS in Electrical & Computer Engineering: Electrical Engineering Track,,14.1099,Spring 2021
College of Engineering,ENGR,,,Systems and Industrial Engr,,Engineering Management,EMG,Engineering Management - BS in Engineering Management,EMG,15.1501,Fall 2020
College of Engineering,ENGR,,,Systems and Industrial Engr,,Engineering Management,EMG,Engineering Management - BS in Engineering Management,EMG,15.1501,Spring 2021
College of Engineering,ENGR,,,Chemical & Environmental Engr,,Environmental Engineering,EEN,Environmental Engineering - BS in Enivornmental Engineering,EEN,14.1401,Fall 2020
College of Engineering,ENGR,,,Chemical & Environmental Engr,,Environmental Engineering,EEN,Environmental Engineering - BS in Enivornmental Engineering,EEN,14.1401,Spring 2021
College of Engineering,ENGR,,,Systems and Industrial Engr,,Industrial Engineering,INE,Industrial Engineering - BS in Industrial Engr,INE,14.3501,Fall 2020
College of Engineering,ENGR,,,Systems and Industrial Engr,,Industrial Engineering,INE,Industrial Engineering - BS in Industrial Engr,INE,14.3501,Spring 2021
College of Engineering,ENGR,,,Materials Science & Engr,,Materials Science and Engineering,MSE,Materials Science and Engineering - BS in Materials Science and Engineering,MSE,40.1001,Fall 2020
College of Engineering,ENGR,,,Materials Science & Engr,,Materials Science and Engineering,MSE,Materials Science and Engineering - BS in Materials Science and Engineering,MSE,40.1001,Spring 2021
College of Engineering,ENGR,,,Aerospace & Mechanical Engr,,Mechanical Engineering,MEE,Mechanical Engineering - BS in Mechanical Engineering,MEE,14.1901,Fall 2020
College of Engineering,ENGR,,,Aerospace & Mechanical Engr,,Mechanical Engineering,MEE,Mechanical Engineering - BS in Mechanical Engineering,MEE,14.1901,Spring 2021
College of Engineering,ENGR,,,Mining & Geological Engr,,Mining Engineering,MNE,Mining Engineering - BS in Mining Engineering: Geomechanics Track,MNE,14.2101,Fall 2020
College of Engineering,ENGR,,,Mining & Geological Engr,,Mining Engineering,MNE,Mining Engineering - BS in Mining Engineering: Geomechanics Track,MNE,14.2101,Spring 2021
College of Engineering,ENGR,,,Mining & Geological Engr,,Mining Engineering,MNE,Mining Engineering - BS in Mining Engineering: Mine Operations Track,MNE,14.2101,Fall 2020
College of Engineering,ENGR,,,Mining & Geological Engr,,Mining Engineering,MNE,Mining Engineering - BS in Mining Engineering: Mine Operations Track,MNE,14.2101,Spring 2021
College of Engineering,ENGR,,,Mining & Geological Engr,,Mining Engineering,MNE,Mining Engineering - BS in Mining Engineering: Mineral Processing Track,MNE,14.2101,Fall 2020
College of Engineering,ENGR,,,Mining & Geological Engr,,Mining Engineering,MNE,Mining Engineering - BS in Mining Engineering: Mineral Processing Track,MNE,14.2101,Spring 2021
College of Engineering,ENGR,,,Mining & Geological Engr,,Mining Engineering,MNE,Mining Engineering - BS in Mining Engineering: Sustainable Resource Dev Track,MNE,14.2101,Fall 2020
College of Engineering,ENGR,,,Mining & Geological Engr,,Mining Engineering,MNE,Mining Engineering - BS in Mining Engineering: Sustainable Resource Dev Track,MNE,14.2101,Spring 2021
College of Engineering,ENGR,,,Systems and Industrial Engr,,Systems Engineering,SYE,Systems Engineering - BS in Systems Engineering,SYE,14.2701,Fall 2020
College of Engineering,ENGR,,,Systems and Industrial Engr,,Systems Engineering,SYE,Systems Engineering - BS in Systems Engineering,SYE,14.2701,Spring 2021
College of Fine Arts,FNRT,School of Art,,,,Art and Visual Culture Education,ARVC,Art and Visual Culture Education - Bachelor of Fine Arts: Community Museums,COMU,13.1302,Fall 2020
College of Fine Arts,FNRT,School of Art,,,,Art and Visual Culture Education,ARVC,Art and Visual Culture Education - Bachelor of Fine Arts: Community Museums,COMU,13.1302,Spring 2021
College of Fine Arts,FNRT,School of Art,,,,Art and Visual Culture Education,ARVC,Art and Visual Culture Education - Bachelor of Fine Arts: Teaching Emphasis,TEACHNG,13.1302,Fall 2020
College of Fine Arts,FNRT,School of Art,,,,Art and Visual Culture Education,ARVC,Art and Visual Culture Education - Bachelor of Fine Arts: Teaching Emphasis,TEACHNG,13.1302,Spring 2021
College of Fine Arts,FNRT,School of Art,,,,Art History,ARH,Art History - Bachelor of Arts,ARH,50.0703,Fall 2020
College of Fine Arts,FNRT,School of Art,,,,Art History,ARH,Art History - Bachelor of Arts,ARH,50.0703,Spring 2021
College of Fine Arts,FNRT,School of Dance,,,,Dance,DNC,Dance - Bachelor of Fine Arts,DNC,50.0301,Fall 2020
College of Fine Arts,FNRT,School of Dance,,,,Dance,DNC,Dance - Bachelor of Fine Arts,DNC,50.0301,Spring 2021
College of Fine Arts,FNRT,"School of Theatre, Film And Television",,,,Film & Television,FTV,Film & Television - Bachelor of Arts,FTV,50.0601,Fall 2020
College of Fine Arts,FNRT,"School of Theatre, Film And Television",,,,Film & Television,FTV,Film & Television - Bachelor of Arts,FTV,50.0601,Spring 2021
College of Fine Arts,FNRT,"School of Theatre, Film And Television",,,,Film & Television,FTV,Film & Television - Bachelor of Fine Arts,FTV,50.0601,Fall 2020
College of Fine Arts,FNRT,"School of Theatre, Film And Television",,,,Film & Television,FTV,Film & Television - Bachelor of Fine Arts,FTV,50.0601,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Music,MUS,Music - Bachelor of Arts: Creative Studies Emphasis,CRST,50.0901,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Music,MUS,Music - Bachelor of Arts: Creative Studies Emphasis,CRST,50.0901,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Music,MUS,Music - Bachelor of Arts: Integrated Studies Emphasis,INST,50.0901,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Music,MUS,Music - Bachelor of Arts: Integrated Studies Emphasis,INST,50.0901,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Music,MUS,"Music - Bachelor of Arts: Musicology, Ethnomusicology, and Theory Emphasis",MSET,50.0901,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Music,MUS,"Music - Bachelor of Arts: Musicology, Ethnomusicology, and Theory Emphasis",MSET,50.0901,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Music Education,MUED,Music Education - Bachelor of Music,MUED,50.0901,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Music Education,MUED,Music Education - Bachelor of Music,MUED,50.0901,Spring 2021
College of Fine Arts,FNRT,"School of Theatre, Film And Television",,,,Musical Theatre,MTHR,Musical Theatre - Bachelor of Fine Arts,MTHR,50.0509,Fall 2020
College of Fine Arts,FNRT,"School of Theatre, Film And Television",,,,Musical Theatre,MTHR,Musical Theatre - Bachelor of Fine Arts,MTHR,50.0509,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Bass Emphasis,STRBASS,50.0903,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Bass Emphasis,STRBASS,50.0903,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Bassoon Emphasis,BASSOON,50.0915,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Bassoon Emphasis,BASSOON,50.0915,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Cello Emphasis,CELLO,50.0903,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Cello Emphasis,CELLO,50.0903,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Clarinet Emphasis,CLARINET,50.0903,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Clarinet Emphasis,CLARINET,50.0903,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Composition Emphasis,COMPOS,50.0903,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Composition Emphasis,COMPOS,50.0903,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Euphonium Emphasis,EUPHONIUM,50.0914,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Euphonium Emphasis,EUPHONIUM,50.0914,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Flute Emphasis,FLUTE,50.0903,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Flute Emphasis,FLUTE,50.0903,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: French Horn Emphasis,FRENCHORN,50.0903,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: French Horn Emphasis,FRENCHORN,50.0903,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Guitar Emphasis,GUITAR,50.0911,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Guitar Emphasis,GUITAR,50.0911,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Harp Emphasis,HARP,50.0903,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Harp Emphasis,HARP,50.0903,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Harpsichord Emphasis,HARPSIC,50.0903,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Harpsichord Emphasis,HARPSIC,50.0903,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Jazz Studies Emphasis,JAZZST,50.0903,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Jazz Studies Emphasis,JAZZST,50.0903,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Oboe Emphasis,OBOE,50.0903,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Oboe Emphasis,OBOE,50.0903,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Organ Emphasis,ORGAN,50.0903,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Organ Emphasis,ORGAN,50.0903,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Percussion Emphasis,PERCUSS,50.0916,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Percussion Emphasis,PERCUSS,50.0916,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Piano Emphasis,PIANO,50.0903,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Piano Emphasis,PIANO,50.0903,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Trombone Emphasis,TROMBONE,50.0914,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Trombone Emphasis,TROMBONE,50.0914,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Trumpet Emphasis,TRUMPET,50.0903,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Trumpet Emphasis,TRUMPET,50.0903,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Tuba Emphasis,TUBA,50.0903,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Tuba Emphasis,TUBA,50.0903,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Viola Emphasis,VIOLA,50.0911,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Viola Emphasis,VIOLA,50.0911,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Violin Emphasis,VIOLIN,50.0903,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Violin Emphasis,VIOLIN,50.0903,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Voice Emphasis,VOICE,50.0908,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Bachelor of Music: Voice Emphasis,VOICE,50.0908,Spring 2021
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Saxophone Emphasis,SAXOPHONE,50.0903,Fall 2020
College of Fine Arts,FNRT,Fred Fox School of Music,,,,Performance,PERF,Performance - Saxophone Emphasis,SAXOPHONE,50.0903,Spring 2021
College of Fine Arts,FNRT,School of Art,,,,Studio Art,STDO,Studio Art - Bachelor of Fine Arts: 2-Dimensional Emphasis,2D,50.0702,Fall 2020
College of Fine Arts,FNRT,School of Art,,,,Studio Art,STDO,Studio Art - Bachelor of Fine Arts: 2-Dimensional Emphasis,2D,50.0702,Spring 2021
College of Fine Arts,FNRT,School of Art,,,,Studio Art,STDO,Studio Art - Bachelor of Fine Arts: 3D and Extended Media Emphasis,3DXM,50.0702,Fall 2020
College of Fine Arts,FNRT,School of Art,,,,Studio Art,STDO,Studio Art - Bachelor of Fine Arts: 3D and Extended Media Emphasis,3DXM,50.0702,Spring 2021
College of Fine Arts,FNRT,School of Art,,,,Studio Art,STDO,Studio Art - Bachelor of Fine Arts: Illustration and Design,ID,50.0702,Fall 2020
College of Fine Arts,FNRT,School of Art,,,,Studio Art,STDO,Studio Art - Bachelor of Fine Arts: Illustration and Design,ID,50.0702,Spring 2021
College of Fine Arts,FNRT,School of Art,,,,Studio Art,STDO,"Studio Art - Bachelor of Fine Arts: Photography, Video, and Imaging Emphasis",PVI,50.0702,Fall 2020
College of Fine Arts,FNRT,School of Art,,,,Studio Art,STDO,"Studio Art - Bachelor of Fine Arts: Photography, Video, and Imaging Emphasis",PVI,50.0702,Spring 2021
College of Fine Arts,FNRT,School of Art,,,,Studio of Art,STDO,Studio of Art - Bachelor of Arts,STDO,50.0702,Fall 2020
College of Fine Arts,FNRT,School of Art,,,,Studio of Art,STDO,Studio of Art - Bachelor of Arts,STDO,50.0702,Spring 2021
College of Fine Arts,FNRT,"School of Theatre, Film And Television",,,,Theatre Arts,THAR,Theatre Arts - Bachelor of Arts,THAR,50.0501,Fall 2020
College of Fine Arts,FNRT,"School of Theatre, Film And Television",,,,Theatre Arts,THAR,Theatre Arts - Bachelor of Arts,THAR,50.0501,Spring 2021
College of Fine Arts,FNRT,"School of Theatre, Film And Television",,,,Theatre Arts,THPR,Theatre Arts - Bachelor of Fine Arts: Design & Technology Emphasis,DST,50.0501,Fall 2020
College of Fine Arts,FNRT,"School of Theatre, Film And Television",,,,Theatre Arts,THPR,Theatre Arts - Bachelor of Fine Arts: Design & Technology Emphasis,DST,50.0501,Spring 2021
College of Fine Arts,FNRT,"School of Theatre, Film And Television",,,,Theatre Arts,THPR,Theatre Arts - Bachelor of Fine Arts: Professional Actor Training Emphasis,PAT,50.0501,Fall 2020
College of Fine Arts,FNRT,"School of Theatre, Film And Television",,,,Theatre Arts,THPR,Theatre Arts - Bachelor of Fine Arts: Professional Actor Training Emphasis,PAT,50.0501,Spring 2021
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",,,,Africana Studies,AFS,Africana Studies - Bachelor of Arts,AFS,5.0201,Fall 2020
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",,,,Africana Studies,AFS,Africana Studies - Bachelor of Arts,AFS,5.0201,Spring 2021
College of Humanities,HMNT,,,Public & Applied Humanities,,Applied Humanities,APHM,Applied Humanities - Bachelor of Arts: Business Administration Emphasis,BA,24.0103,Fall 2020
College of Humanities,HMNT,,,Public & Applied Humanities,,Applied Humanities,APHM,Applied Humanities - Bachelor of Arts: Business Administration Emphasis,BA,24.0103,Spring 2021
College of Humanities,HMNT,,,Public & Applied Humanities,,Applied Humanities,APHM,Applied Humanities - Bachelor of Arts: Fashion Studies Emphasis,FST,24.0103,Fall 2020
College of Humanities,HMNT,,,Public & Applied Humanities,,Applied Humanities,APHM,Applied Humanities - Bachelor of Arts: Fashion Studies Emphasis,FST,24.0103,Spring 2021
College of Humanities,HMNT,,,Public & Applied Humanities,,Applied Humanities,APHM,Applied Humanities - Bachelor of Arts: Game Studies Emphasis,GS,24.0103,Fall 2020
College of Humanities,HMNT,,,Public & Applied Humanities,,Applied Humanities,APHM,Applied Humanities - Bachelor of Arts: Game Studies Emphasis,GS,24.0103,Spring 2021
College of Humanities,HMNT,,,Public & Applied Humanities,,Applied Humanities,APHM,Applied Humanities - Bachelor of Arts: Public Health Emphasis,PH,24.0103,Fall 2020
College of Humanities,HMNT,,,Public & Applied Humanities,,Applied Humanities,APHM,Applied Humanities - Bachelor of Arts: Public Health Emphasis,PH,24.0103,Spring 2021
College of Humanities,HMNT,,,Public & Applied Humanities,,Applied Humanities,APHM,Applied Humanities - Bachelor of Arts: Rural Leadership and Renewal Emphasis,RLR,24.0103,Fall 2020
College of Humanities,HMNT,,,Public & Applied Humanities,,Applied Humanities,APHM,Applied Humanities - Bachelor of Arts: Rural Leadership and Renewal Emphasis,RLR,24.0103,Spring 2021
College of Humanities,HMNT,,,Public & Applied Humanities,,Applied Humanities,APHM,Applied Humanities - Bachelor of Arts: Spatial Organization and Design Thinking Emphasis,SODT,24.0103,Fall 2020
College of Humanities,HMNT,,,Public & Applied Humanities,,Applied Humanities,APHM,Applied Humanities - Bachelor of Arts: Spatial Organization and Design Thinking Emphasis,SODT,24.0103,Spring 2021
College of Humanities,HMNT,,,Religious Studies and Classics,,Classics,CLAS,Classics - Bachelor of Arts: Classical Civilizations Emphasis,CLNG,16.12,Fall 2020
College of Humanities,HMNT,,,Religious Studies and Classics,,Classics,CLAS,Classics - Bachelor of Arts: Classical Civilizations Emphasis,CLNG,16.12,Spring 2021
College of Humanities,HMNT,,,Religious Studies and Classics,,Classics,CLAS,Classics - Bachelor of Arts: Greek Emphasis,CCV,16.12,Fall 2020
College of Humanities,HMNT,,,Religious Studies and Classics,,Classics,CLAS,Classics - Bachelor of Arts: Greek Emphasis,CCV,16.12,Spring 2021
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,East Asian Studies,,East Asian Studies,EAS,East Asian Studies - Bachelor of Arts: Chinese Language Intensive Emphasis,CLGI,5.0104,Fall 2020
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,East Asian Studies,,East Asian Studies,EAS,East Asian Studies - Bachelor of Arts: Chinese Language Intensive Emphasis,CLGI,5.0104,Spring 2021
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,East Asian Studies,,East Asian Studies,EAS,East Asian Studies - Bachelor of Arts: East Asian Cultural Studies Emphasis,EACS,5.0104,Fall 2020
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,East Asian Studies,,East Asian Studies,EAS,East Asian Studies - Bachelor of Arts: East Asian Cultural Studies Emphasis,EACS,5.0104,Spring 2021
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,East Asian Studies,,East Asian Studies,EAS,East Asian Studies - Bachelor of Arts: Japanese Cultural Intensive,JCLI,5.0104,Fall 2020
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,East Asian Studies,,East Asian Studies,EAS,East Asian Studies - Bachelor of Arts: Japanese Cultural Intensive,JCLI,5.0104,Spring 2021
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,East Asian Studies,,East Asian Studies,EAS,East Asian Studies - Bachelor of Arts: Japanese Language Intensive,JLGI,5.0104,Fall 2020
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,East Asian Studies,,East Asian Studies,EAS,East Asian Studies - Bachelor of Arts: Japanese Language Intensive,JLGI,5.0104,Spring 2021
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,French and Italian,,French,FREN,French - Bachelor of Arts: French and Francophone Studies Track,FRANC,16.0901,Fall 2020
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,French and Italian,,French,FREN,French - Bachelor of Arts: French and Francophone Studies Track,FRANC,16.0901,Spring 2021
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,French and Italian,,French,FREN,"French - Bachelor of Arts: Language, Literatures, and Cultures Track",LANGLITC,16.0901,Fall 2020
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,French and Italian,,French,FREN,"French - Bachelor of Arts: Language, Literatures, and Cultures Track",LANGLITC,16.0901,Spring 2021
College of Humanities,HMNT,,,,,General Studies,GNST,"General Studies - Bachelor of General Studies (BGS): Arts, Media and Entertainment Emphasis",ARMDET,30,Fall 2020
College of Humanities,HMNT,,,,,General Studies,GNST,"General Studies - Bachelor of General Studies (BGS): Arts, Media and Entertainment Emphasis",ARMDET,30,Spring 2021
College of Humanities,HMNT,,,,,General Studies,GNST,General Studies - Bachelor of General Studies (BGS): Economy and Industry Emphasis,ECONIND,30,Fall 2020
College of Humanities,HMNT,,,,,General Studies,GNST,General Studies - Bachelor of General Studies (BGS): Economy and Industry Emphasis,ECONIND,30,Spring 2021
College of Humanities,HMNT,,,,,General Studies,GNST,General Studies - Bachelor of General Studies (BGS): Global and Intercultural Understanding Emphasis,GLIC,30,Fall 2020
College of Humanities,HMNT,,,,,General Studies,GNST,General Studies - Bachelor of General Studies (BGS): Global and Intercultural Understanding Emphasis,GLIC,30,Spring 2021
College of Humanities,HMNT,,,,,General Studies,GNST,"General Studies - Bachelor of General Studies (BGS): Science, Technology, Health and Society Emphasis",STHSO,30,Fall 2020
College of Humanities,HMNT,,,,,General Studies,GNST,"General Studies - Bachelor of General Studies (BGS): Science, Technology, Health and Society Emphasis",STHSO,30,Spring 2021
College of Humanities,HMNT,,,,,General Studies,GNST,"General Studies - Bachelor of General Studies (BGS): Social, Behavioral and Human Understanding Emphasis",SBHHU,30,Fall 2020
College of Humanities,HMNT,,,,,General Studies,GNST,"General Studies - Bachelor of General Studies (BGS): Social, Behavioral and Human Understanding Emphasis",SBHHU,30,Spring 2021
College of Humanities,HMNT,,,,,General Studies,GNST,General Studies - Bachelor of General Studies (BGS): Sports and Society Emphasis,SPSO,30,Fall 2020
College of Humanities,HMNT,,,,,General Studies,GNST,General Studies - Bachelor of General Studies (BGS): Sports and Society Emphasis,SPSO,30,Spring 2021
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,German Studies,,German Studies,GERS,German Studies - Bachelor of Arts,GERS,16.0501,Fall 2020
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,German Studies,,German Studies,GERS,German Studies - Bachelor of Arts,GERS,16.0501,Spring 2021
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,French and Italian,,Italian,ITAL,Italian - Bachelor of Arts: Italian Studies Emphasis,ITALST,16.0902,Fall 2020
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,French and Italian,,Italian,ITAL,Italian - Bachelor of Arts: Italian Studies Emphasis,ITALST,16.0902,Spring 2021
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,French and Italian,,Italian,ITAL,Italian - Bachelor of Arts: Language & Literature Emphasis,ITALLAL,16.0902,Fall 2020
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,French and Italian,,Italian,ITAL,Italian - Bachelor of Arts: Language & Literature Emphasis,ITALLAL,16.0902,Spring 2021
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,"Religious Studies, Cmt",,Religious Studies,RELI,Religious Studies - Bachelor of Arts,RELI,38.0201,Fall 2020
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,"Religious Studies, Cmt",,Religious Studies,RELI,Religious Studies - Bachelor of Arts,RELI,38.0201,Spring 2021
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,Russian and Slavic Studies,,Russian,RUSS,Russian - Bachelor of Arts: Culture-Intensive Emphasis,CULTINT,16.0402,Fall 2020
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,Russian and Slavic Studies,,Russian,RUSS,Russian - Bachelor of Arts: Culture-Intensive Emphasis,CULTINT,16.0402,Spring 2021
College of Humanities,HMNT,"School of International Languages, Literatures And Cultures",SILLC,Russian and Slavic Studies,,Russian,RUSS,Russian - Bachelor of Arts: Language-Intensive Emphasis,LANGINT,16.0402,Fall 2020
